date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:52:43	27791/27791	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Apr%202022%2010:19:22%20GMT	https://pixner.net/paylio/paylio-v1/expense-management.html	C:/My%20Web%20Sites/sanni/pixner.net/paylio/paylio-v1/expense-management.html	(from https://pixner.net/paylio/paylio-v1/)
14:52:43	23450/23450	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Apr%202022%2010:19:22%20GMT	https://pixner.net/paylio/paylio-v1/budgeting-and-analytics.html	C:/My%20Web%20Sites/sanni/pixner.net/paylio/paylio-v1/budgeting-and-analytics.html	(from https://pixner.net/paylio/paylio-v1/)
14:52:43	18969/18969	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Apr%202022%2010:19:22%20GMT	https://pixner.net/paylio/paylio-v1/integrations.html	C:/My%20Web%20Sites/sanni/pixner.net/paylio/paylio-v1/integrations.html	(from https://pixner.net/paylio/paylio-v1/)
14:52:44	20602/20602	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Apr%202022%2010:19:22%20GMT	https://pixner.net/paylio/paylio-v1/invoice-management.html	C:/My%20Web%20Sites/sanni/pixner.net/paylio/paylio-v1/invoice-management.html	(from https://pixner.net/paylio/paylio-v1/)
14:52:44	106275/106275	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Apr%202022%2010:19:22%20GMT	https://pixner.net/paylio/paylio-v1/rewards.html	C:/My%20Web%20Sites/sanni/pixner.net/paylio/paylio-v1/rewards.html	(from https://pixner.net/paylio/paylio-v1/)
14:52:44	32236/32236	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Apr%202022%2010:18:36%20GMT	https://pixner.net/paylio/paylio-v1/about-us.html	C:/My%20Web%20Sites/sanni/pixner.net/paylio/paylio-v1/about-us.html	(from https://pixner.net/paylio/paylio-v1/)
14:52:45	41398/41398	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Apr%202022%2010:19:22%20GMT	https://pixner.net/paylio/paylio-v1/career.html	C:/My%20Web%20Sites/sanni/pixner.net/paylio/paylio-v1/career.html	(from https://pixner.net/paylio/paylio-v1/)
14:52:45	18557/18557	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Apr%202022%2010:19:22%20GMT	https://pixner.net/paylio/paylio-v1/career-details.html	C:/My%20Web%20Sites/sanni/pixner.net/paylio/paylio-v1/career-details.html	(from https://pixner.net/paylio/paylio-v1/)
14:52:45	110462/110462	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Apr%202022%2010:19:22%20GMT	https://pixner.net/paylio/paylio-v1/blog.html	C:/My%20Web%20Sites/sanni/pixner.net/paylio/paylio-v1/blog.html	(from https://pixner.net/paylio/paylio-v1/)
14:52:46	24401/24401	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Apr%202022%2010:19:22%20GMT	https://pixner.net/paylio/paylio-v1/blog-details.html	C:/My%20Web%20Sites/sanni/pixner.net/paylio/paylio-v1/blog-details.html	(from https://pixner.net/paylio/paylio-v1/)
14:52:46	2774/2774	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Apr%202022%2010:19:22%20GMT	https://pixner.net/paylio/paylio-v1/error.html	C:/My%20Web%20Sites/sanni/pixner.net/paylio/paylio-v1/error.html	(from https://pixner.net/paylio/paylio-v1/)
14:52:46	39551/39551	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Apr%202022%2010:19:22%20GMT	https://pixner.net/paylio/paylio-v1/help-center.html	C:/My%20Web%20Sites/sanni/pixner.net/paylio/paylio-v1/help-center.html	(from https://pixner.net/paylio/paylio-v1/)
14:52:47	142805/142805	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Apr%202022%2010:19:22%20GMT	https://pixner.net/paylio/paylio-v1/help-center-category.html	C:/My%20Web%20Sites/sanni/pixner.net/paylio/paylio-v1/help-center-category.html	(from https://pixner.net/paylio/paylio-v1/)
14:52:47	10527/10527	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Apr%202022%2010:19:22%20GMT	https://pixner.net/paylio/paylio-v1/login.html	C:/My%20Web%20Sites/sanni/pixner.net/paylio/paylio-v1/login.html	(from https://pixner.net/paylio/paylio-v1/)
14:52:47	10348/10348	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Apr%202022%2010:19:22%20GMT	https://pixner.net/paylio/paylio-v1/sign-up.html	C:/My%20Web%20Sites/sanni/pixner.net/paylio/paylio-v1/sign-up.html	(from https://pixner.net/paylio/paylio-v1/)
14:52:47	31679/31679	---M--	200	added ('OK')	image/png	date:Mon,%2028%20Mar%202022%2001:06:36%20GMT	https://pixner.net/paylio/paylio-v1/assets/images/banner-box.png	C:/My%20Web%20Sites/sanni/pixner.net/paylio/paylio-v1/assets/images/banner-box.png	(from https://pixner.net/paylio/paylio-v1/)
14:52:48	35226/35226	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Mar%202022%2009:02:08%20GMT	https://pixner.net/paylio/paylio-v1/assets/images/banner-human.png	C:/My%20Web%20Sites/sanni/pixner.net/paylio/paylio-v1/assets/images/banner-human.png	(from https://pixner.net/paylio/paylio-v1/)
14:52:48	9170/9170	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Mar%202022%2009:04:20%20GMT	https://pixner.net/paylio/paylio-v1/assets/images/banner-rocket.png	C:/My%20Web%20Sites/sanni/pixner.net/paylio/paylio-v1/assets/images/banner-rocket.png	(from https://pixner.net/paylio/paylio-v1/)
14:52:49	78431/78431	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Mar%202022%2010:19:42%20GMT	https://pixner.net/paylio/paylio-v1/assets/images/banner-clock.png	C:/My%20Web%20Sites/sanni/pixner.net/paylio/paylio-v1/assets/images/banner-clock.png	(from https://pixner.net/paylio/paylio-v1/)
14:52:49	14598/14598	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Mar%202022%2009:10:10%20GMT	https://pixner.net/paylio/paylio-v1/assets/images/banner-wallet.png	C:/My%20Web%20Sites/sanni/pixner.net/paylio/paylio-v1/assets/images/banner-wallet.png	(from https://pixner.net/paylio/paylio-v1/)
14:52:50	469/469	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Mar%202022%2011:28:20%20GMT	https://pixner.net/paylio/paylio-v1/assets/images/icon/conversion.png	C:/My%20Web%20Sites/sanni/pixner.net/paylio/paylio-v1/assets/images/icon/conversion.png	(from https://pixner.net/paylio/paylio-v1/)
14:52:50	120380/120380	---M--	200	added ('OK')	image/png	date:Mon,%2028%20Mar%202022%2001:08:02%20GMT	https://pixner.net/paylio/paylio-v1/assets/images/global-payment-img.png	C:/My%20Web%20Sites/sanni/pixner.net/paylio/paylio-v1/assets/images/global-payment-img.png	(from https://pixner.net/paylio/paylio-v1/)
14:52:50	2779/2779	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Mar%202022%2008:11:52%20GMT	https://pixner.net/paylio/paylio-v1/assets/images/icon/global-payment-icon-1.png	C:/My%20Web%20Sites/sanni/pixner.net/paylio/paylio-v1/assets/images/icon/global-payment-icon-1.png	(from https://pixner.net/paylio/paylio-v1/)
14:52:50	1704/1704	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Mar%202022%2008:12:18%20GMT	https://pixner.net/paylio/paylio-v1/assets/images/icon/global-payment-icon-2.png	C:/My%20Web%20Sites/sanni/pixner.net/paylio/paylio-v1/assets/images/icon/global-payment-icon-2.png	(from https://pixner.net/paylio/paylio-v1/)
14:52:51	2550/2550	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Mar%202022%2008:15:22%20GMT	https://pixner.net/paylio/paylio-v1/assets/images/icon/global-payment-icon-3.png	C:/My%20Web%20Sites/sanni/pixner.net/paylio/paylio-v1/assets/images/icon/global-payment-icon-3.png	(from https://pixner.net/paylio/paylio-v1/)
14:52:51	2525/2525	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Mar%202022%2008:15:38%20GMT	https://pixner.net/paylio/paylio-v1/assets/images/icon/global-payment-icon-4.png	C:/My%20Web%20Sites/sanni/pixner.net/paylio/paylio-v1/assets/images/icon/global-payment-icon-4.png	(from https://pixner.net/paylio/paylio-v1/)
14:52:51	5546/5546	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Mar%202022%2009:48:42%20GMT	https://pixner.net/paylio/paylio-v1/assets/images/icon/our-solutions-icon-1.png	C:/My%20Web%20Sites/sanni/pixner.net/paylio/paylio-v1/assets/images/icon/our-solutions-icon-1.png	(from https://pixner.net/paylio/paylio-v1/)
14:52:51	3855/3855	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Mar%202022%2009:48:58%20GMT	https://pixner.net/paylio/paylio-v1/assets/images/icon/our-solutions-icon-2.png	C:/My%20Web%20Sites/sanni/pixner.net/paylio/paylio-v1/assets/images/icon/our-solutions-icon-2.png	(from https://pixner.net/paylio/paylio-v1/)
14:52:51	4671/4671	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Mar%202022%2009:49:10%20GMT	https://pixner.net/paylio/paylio-v1/assets/images/icon/our-solutions-icon-3.png	C:/My%20Web%20Sites/sanni/pixner.net/paylio/paylio-v1/assets/images/icon/our-solutions-icon-3.png	(from https://pixner.net/paylio/paylio-v1/)
14:52:52	2820/2820	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Mar%202022%2009:49:22%20GMT	https://pixner.net/paylio/paylio-v1/assets/images/icon/our-solutions-icon-4.png	C:/My%20Web%20Sites/sanni/pixner.net/paylio/paylio-v1/assets/images/icon/our-solutions-icon-4.png	(from https://pixner.net/paylio/paylio-v1/)
14:52:52	1119/1119	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Mar%202022%2010:11:32%20GMT	https://pixner.net/paylio/paylio-v1/assets/images/icon/how-works-icon-1.png	C:/My%20Web%20Sites/sanni/pixner.net/paylio/paylio-v1/assets/images/icon/how-works-icon-1.png	(from https://pixner.net/paylio/paylio-v1/)
14:52:52	2334/2334	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Mar%202022%2010:11:48%20GMT	https://pixner.net/paylio/paylio-v1/assets/images/icon/how-works-icon-2.png	C:/My%20Web%20Sites/sanni/pixner.net/paylio/paylio-v1/assets/images/icon/how-works-icon-2.png	(from https://pixner.net/paylio/paylio-v1/)
14:52:52	1266/1266	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Mar%202022%2010:12:02%20GMT	https://pixner.net/paylio/paylio-v1/assets/images/icon/how-works-icon-3.png	C:/My%20Web%20Sites/sanni/pixner.net/paylio/paylio-v1/assets/images/icon/how-works-icon-3.png	(from https://pixner.net/paylio/paylio-v1/)
14:52:53	1651/1651	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Mar%202022%2010:12:14%20GMT	https://pixner.net/paylio/paylio-v1/assets/images/icon/how-works-icon-4.png	C:/My%20Web%20Sites/sanni/pixner.net/paylio/paylio-v1/assets/images/icon/how-works-icon-4.png	(from https://pixner.net/paylio/paylio-v1/)
14:52:53	55618/55618	---M--	200	added ('OK')	image/png	date:Mon,%2028%20Mar%202022%2001:06:36%20GMT	https://pixner.net/paylio/paylio-v1/assets/images/app-download-img.png	C:/My%20Web%20Sites/sanni/pixner.net/paylio/paylio-v1/assets/images/app-download-img.png	(from https://pixner.net/paylio/paylio-v1/)
14:52:53	729/729	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Mar%202022%2010:39:08%20GMT	https://pixner.net/paylio/paylio-v1/assets/images/icon/check.png	C:/My%20Web%20Sites/sanni/pixner.net/paylio/paylio-v1/assets/images/icon/check.png	(from https://pixner.net/paylio/paylio-v1/)
14:52:53	4922/4922	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Mar%202022%2010:41:30%20GMT	https://pixner.net/paylio/paylio-v1/assets/images/GooglePlay-btn.png	C:/My%20Web%20Sites/sanni/pixner.net/paylio/paylio-v1/assets/images/GooglePlay-btn.png	(from https://pixner.net/paylio/paylio-v1/)
14:52:54	5061/5061	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Mar%202022%2010:41:40%20GMT	https://pixner.net/paylio/paylio-v1/assets/images/apple-btn.png	C:/My%20Web%20Sites/sanni/pixner.net/paylio/paylio-v1/assets/images/apple-btn.png	(from https://pixner.net/paylio/paylio-v1/)
14:52:54	7095/7095	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Mar%202022%2012:03:16%20GMT	https://pixner.net/paylio/paylio-v1/assets/images/testimonials-img-1.png	C:/My%20Web%20Sites/sanni/pixner.net/paylio/paylio-v1/assets/images/testimonials-img-1.png	(from https://pixner.net/paylio/paylio-v1/)
14:52:54	6162/6162	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Mar%202022%2011:39:16%20GMT	https://pixner.net/paylio/paylio-v1/assets/images/testimonials-img-2.png	C:/My%20Web%20Sites/sanni/pixner.net/paylio/paylio-v1/assets/images/testimonials-img-2.png	(from https://pixner.net/paylio/paylio-v1/)
14:52:54	7297/7297	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Mar%202022%2012:03:20%20GMT	https://pixner.net/paylio/paylio-v1/assets/images/testimonials-img-3.png	C:/My%20Web%20Sites/sanni/pixner.net/paylio/paylio-v1/assets/images/testimonials-img-3.png	(from https://pixner.net/paylio/paylio-v1/)
14:52:54	177/177	---M--	200	added ('OK')	image/png	date:Sun,%2006%20Mar%202022%2006:54:46%20GMT	https://pixner.net/paylio/paylio-v1/assets/images/icon/arrow-right-2.png	C:/My%20Web%20Sites/sanni/pixner.net/paylio/paylio-v1/assets/images/icon/arrow-right-2.png	(from https://pixner.net/paylio/paylio-v1/)
14:52:55	1505/1505	---M--	200	added ('OK')	image/png	date:Sun,%2006%20Mar%202022%2008:34:28%20GMT	https://pixner.net/paylio/paylio-v1/assets/images/icon/facebook.png	C:/My%20Web%20Sites/sanni/pixner.net/paylio/paylio-v1/assets/images/icon/facebook.png	(from https://pixner.net/paylio/paylio-v1/)
14:52:55	1409/1409	---M--	200	added ('OK')	image/png	date:Sun,%2006%20Mar%202022%2008:34:22%20GMT	https://pixner.net/paylio/paylio-v1/assets/images/icon/linkedin.png	C:/My%20Web%20Sites/sanni/pixner.net/paylio/paylio-v1/assets/images/icon/linkedin.png	(from https://pixner.net/paylio/paylio-v1/)
14:52:55	2324/2324	---M--	200	added ('OK')	image/png	date:Sun,%2006%20Mar%202022%2008:34:02%20GMT	https://pixner.net/paylio/paylio-v1/assets/images/icon/instagram.png	C:/My%20Web%20Sites/sanni/pixner.net/paylio/paylio-v1/assets/images/icon/instagram.png	(from https://pixner.net/paylio/paylio-v1/)
14:52:55	1683/1683	---M--	200	added ('OK')	image/png	date:Sun,%2006%20Mar%202022%2008:33:52%20GMT	https://pixner.net/paylio/paylio-v1/assets/images/icon/twitter.png	C:/My%20Web%20Sites/sanni/pixner.net/paylio/paylio-v1/assets/images/icon/twitter.png	(from https://pixner.net/paylio/paylio-v1/)
14:52:56	16500/16500	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Apr%202022%2010:19:22%20GMT	https://pixner.net/paylio/paylio-v1/terms-conditions.html	C:/My%20Web%20Sites/sanni/pixner.net/paylio/paylio-v1/terms-conditions.html	(from https://pixner.net/paylio/paylio-v1/)
14:52:56	17012/17012	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Apr%202022%2010:19:22%20GMT	https://pixner.net/paylio/paylio-v1/privacy-policy.html	C:/My%20Web%20Sites/sanni/pixner.net/paylio/paylio-v1/privacy-policy.html	(from https://pixner.net/paylio/paylio-v1/)
14:52:56	89500/89500	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2007%20Dec%202021%2006:55:44%20GMT	https://pixner.net/paylio/paylio-v1/assets/js/jquery.min.js	C:/My%20Web%20Sites/sanni/pixner.net/paylio/paylio-v1/assets/js/jquery.min.js	(from https://pixner.net/paylio/paylio-v1/)
14:52:56	528735/528735	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2018%20Oct%202021%2009:50:04%20GMT	https://pixner.net/paylio/paylio-v1/assets/js/jquery-ui.js	C:/My%20Web%20Sites/sanni/pixner.net/paylio/paylio-v1/assets/js/jquery-ui.js	(from https://pixner.net/paylio/paylio-v1/)
14:52:57	78743/78743	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2025%20Oct%202021%2013:00:28%20GMT	https://pixner.net/paylio/paylio-v1/assets/js/bootstrap.min.js	C:/My%20Web%20Sites/sanni/pixner.net/paylio/paylio-v1/assets/js/bootstrap.min.js	(from https://pixner.net/paylio/paylio-v1/)
14:52:57	84402/84402	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2010%20Aug%202021%2010:20:10%20GMT	https://pixner.net/paylio/paylio-v1/assets/js/fontawesome.js	C:/My%20Web%20Sites/sanni/pixner.net/paylio/paylio-v1/assets/js/fontawesome.js	(from https://pixner.net/paylio/paylio-v1/)
14:52:57	88955/88955	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2002%20Oct%202017%2002:49:28%20GMT	https://pixner.net/paylio/paylio-v1/assets/js/plugin/slick.js	C:/My%20Web%20Sites/sanni/pixner.net/paylio/paylio-v1/assets/js/plugin/slick.js	(from https://pixner.net/paylio/paylio-v1/)
14:52:57	3979/3979	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2004%20Aug%202021%2011:08:36%20GMT	https://pixner.net/paylio/paylio-v1/assets/js/plugin/jquery.nice-select.min.js	C:/My%20Web%20Sites/sanni/pixner.net/paylio/paylio-v1/assets/js/plugin/jquery.nice-select.min.js	(from https://pixner.net/paylio/paylio-v1/)
14:52:58	1067/1067	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2016%20Oct%202021%2008:23:36%20GMT	https://pixner.net/paylio/paylio-v1/assets/js/plugin/counter.js	C:/My%20Web%20Sites/sanni/pixner.net/paylio/paylio-v1/assets/js/plugin/counter.js	(from https://pixner.net/paylio/paylio-v1/)
14:52:58	13174/13174	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2016%20Oct%202021%2008:26:32%20GMT	https://pixner.net/paylio/paylio-v1/assets/js/plugin/waypoint.min.js	C:/My%20Web%20Sites/sanni/pixner.net/paylio/paylio-v1/assets/js/plugin/waypoint.min.js	(from https://pixner.net/paylio/paylio-v1/)
14:52:58	20216/20216	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2010%20Jan%202021%2019:05:10%20GMT	https://pixner.net/paylio/paylio-v1/assets/js/plugin/jquery.magnific-popup.min.js	C:/My%20Web%20Sites/sanni/pixner.net/paylio/paylio-v1/assets/js/plugin/jquery.magnific-popup.min.js	(from https://pixner.net/paylio/paylio-v1/)
14:52:58	8155/8155	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2017%20Jun%202021%2003:58:08%20GMT	https://pixner.net/paylio/paylio-v1/assets/js/plugin/wow.min.js	C:/My%20Web%20Sites/sanni/pixner.net/paylio/paylio-v1/assets/js/plugin/wow.min.js	(from https://pixner.net/paylio/paylio-v1/)
14:52:59	1673/1673	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2031%20Mar%202022%2005:38:14%20GMT	https://pixner.net/paylio/paylio-v1/assets/js/plugin/plugin.js	C:/My%20Web%20Sites/sanni/pixner.net/paylio/paylio-v1/assets/js/plugin/plugin.js	(from https://pixner.net/paylio/paylio-v1/)
14:52:59	1480/1480	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2031%20Mar%202022%2005:37:36%20GMT	https://pixner.net/paylio/paylio-v1/assets/js/main.js	C:/My%20Web%20Sites/sanni/pixner.net/paylio/paylio-v1/assets/js/main.js	(from https://pixner.net/paylio/paylio-v1/)
14:52:59	134346/134346	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2016%20Mar%202021%2009:15:14%20GMT	https://pixner.net/paylio/paylio-v1/assets/webfonts/fa-brands-400.eot	C:/My%20Web%20Sites/sanni/pixner.net/paylio/paylio-v1/assets/webfonts/fa-brands-400.eot	(from https://pixner.net/paylio/paylio-v1/assets/css/fontawesome.min.css)
14:53:00	134346/134346	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2016%20Mar%202021%2009:15:14%20GMT	https://pixner.net/paylio/paylio-v1/assets/webfonts/fa-brands-400.eot?	C:/My%20Web%20Sites/sanni/pixner.net/paylio/paylio-v1/assets/webfonts/fa-brands-400d41d.eot	(from https://pixner.net/paylio/paylio-v1/assets/css/fontawesome.min.css)
14:53:00	76764/76764	---M--	200	added ('OK')	font/woff2	date:Tue,%2016%20Mar%202021%2009:15:14%20GMT	https://pixner.net/paylio/paylio-v1/assets/webfonts/fa-brands-400.woff2	C:/My%20Web%20Sites/sanni/pixner.net/paylio/paylio-v1/assets/webfonts/fa-brands-400.woff2	(from https://pixner.net/paylio/paylio-v1/assets/css/fontawesome.min.css)
14:53:01	90060/90060	---M--	200	added ('OK')	font/woff	date:Tue,%2016%20Mar%202021%2009:15:14%20GMT	https://pixner.net/paylio/paylio-v1/assets/webfonts/fa-brands-400.woff	C:/My%20Web%20Sites/sanni/pixner.net/paylio/paylio-v1/assets/webfonts/fa-brands-400.woff	(from https://pixner.net/paylio/paylio-v1/assets/css/fontawesome.min.css)
